747858_ex307707_obj00275.jpg,7
ZF6252-Globigerinoides-sacculifera_obj00025_plane000.jpg,5
751563_ex307715_obj00102.jpg,2
720173_ex307625_obj00257.jpg,5
728718_ex307647_obj00141.jpg,5
761085_ex307796_obj00080.jpg,10
ZF5770-Globorotalia-menardii_obj00043_plane000.jpg,7
777930_ex307855_obj01456.jpg,10
741812_ex307690_obj00549.jpg,2
775681_ex307841_obj00588.jpg,2
760500_ex307795_obj00026.jpg,7
ZF6692-Globigerinella-aequilateralis-siphonifera_obj00020_plane000.jpg,3
767285_ex307812_obj00204.jpg,4
746377_ex307704_obj00254.jpg,10
735846_ex307669_obj00258.jpg,5
742423_ex307692_obj00046.jpg,5
736138_ex307670_obj00188.jpg,5
ZF6289-Globigerinoides-ruber_obj00019_plane000.jpg,5
ZF6470-2-Globoquadrina-hexagona_obj00014_plane000.jpg,8
768338_ex307813_obj00894.jpg,2
ZF6024-Globigerina-pachyderma-square14_obj00011_plane000.jpg,10
765689_ex307807_obj01623.jpg,4
ZF6961-Globigerinoides-sacculifera_obj00005_plane000.jpg,5
ZF5959-Globorotalia-hirsuta_obj00005_plane000.jpg,7
757435_ex307789_obj00137.jpg,2
ZF5770-Globorotalia-menardii_obj00003_plane000.jpg,7
ZF6293-Globigerinoides-ruber_obj00006_plane000.jpg,5
728806_ex307648_obj00009.jpg,5
740244_ex307685_obj00814.jpg,3
745123_ex307700_obj00304.jpg,10
739183_ex307682_obj00662.jpg,5
781620_ex308163_obj00360.jpg,10
770161_ex307820_obj00224.jpg,5
ZF6069-Globigerina-bulloides_obj00013_plane000.jpg,2
743231_ex307693_obj00757.jpg,5
ZF6062-Globigerina-bulloides_obj00003_plane000.jpg,2
745874_ex307703_obj00012.jpg,10
757654_ex307789_obj00456.jpg,10
ZF5986-Globorotalia-inflata_obj00004_plane000.jpg,7
ZF5992-Globorotalia-inflata_obj00002_plane000.jpg,7
PF71307-Globorotalia-menardii_obj00049_plane000.jpg,7
ZF6949-Globigerinoides-sacculifer-square3-11_obj00015_plane000.jpg,5
ZF7048-Globigerinoides-conglobatus_obj00009_plane000.jpg,5
ZF7101-Globoquadrina-eggeri_obj00002_plane000.jpg,10
732099_ex307656_obj00461.jpg,5
740569_ex307686_obj00581.jpg,3
766950_ex307811_obj00089.jpg,7
ZF6664-Globigerinella-aequilateralis-siphonifera_obj00001_plane000.jpg,3
ZF5859-Globorotalia-truncatulinoides_obj00004_plane000.jpg,7
727594_ex307643_obj00674.jpg,5
772108_ex307827_obj00539.jpg,7
ZF6748-Sphaeroidinella-dehiscens_obj00011_plane000.jpg,13
742339_ex307691_obj00455.jpg,11
723854_ex307633_obj00036.jpg,5
775515_ex307841_obj00322.jpg,10
744250_ex307698_obj00314.jpg,10
776827_ex307844_obj00685.jpg,2
756844_ex307784_obj00909.jpg,7
730323_ex307651_obj00432.jpg,5
ZF6684-Globigerinella-aequilateralis-siphonifera_obj00005_plane000.jpg,3
743986_ex307697_obj00249.jpg,5
735028_ex307665_obj00480.jpg,5
746673_ex307705_obj00193.jpg,7
753271_ex307717_obj00671.jpg,10
744061_ex307698_obj00032.jpg,2
766481_ex307809_obj00462.jpg,4
740781_ex307687_obj00309.jpg,5
723181_ex307631_obj00235.jpg,5
773383_ex307833_obj00132.jpg,2
728264_ex307644_obj00736.jpg,5
PF71290-Globorotalia-menardii_obj00045_plane000.jpg,7
ZF7044-Globigerinoides-ruber_obj00003_plane000.jpg,5
775352_ex307840_obj00047.jpg,7
744635_ex307699_obj00374.jpg,2
767791_ex307812_obj01167.jpg,4
729394_ex307649_obj00409.jpg,5
771803_ex307825_obj00611.jpg,2
756999_ex307785_obj00093.jpg,7
746486_ex307704_obj00411.jpg,2
752669_ex307716_obj01425.jpg,4
ZF6024-Globigerina-pachyderma-square12-13_obj00017_plane000.jpg,10
747285_ex307706_obj00505.jpg,10
779647_ex308159_obj01272.jpg,2
735196_ex307666_obj00425.jpg,3
744661_ex307699_obj00439.jpg,2
736586_ex307672_obj00036.jpg,5
ZF7202-Globigerinoides-sacculifera_obj00001_plane000.jpg,5
ZF6263-Globigerinoides-sacculifera_obj00034_plane000.jpg,5
748375_ex307709_obj00298.jpg,5
746770_ex307705_obj00366.jpg,10
ZF5847-Globorotalia-truncatulinoides_obj00004_plane000.jpg,7
767972_ex307813_obj00299.jpg,4
ZF5766-Globorotalia-menardii_obj00009_plane000.jpg,7
775010_ex307838_obj00528.jpg,10
752174_ex307716_obj00187.jpg,4
769031_ex307817_obj00193.jpg,4
ZF6697-Globigerinella-aequilateralis-siphonifera_obj00019_plane000.jpg,3
ZF6020-Globigerina-pachyderma-square23_obj00004_plane000.jpg,10
778829_ex308158_obj01016.jpg,14
747183_ex307706_obj00352.jpg,10
742412_ex307692_obj00027.jpg,3
747005_ex307706_obj00034.jpg,10
768634_ex307814_obj00351.jpg,7
