./Plaindata/742910_ex307693_obj00236.jpg,Globigerinoides_ruber,Globigerinoides_ruber
./Plaindata/ZF5853-Globorotalia-truncatulinoides_obj00022_plane000.jpg,Globorotalia_trunacatulinoides,Globorotalia_trunacatulinoides
./Plaindata/ZF5852-Globorotalia-truncatulinoides_obj00020_plane000.jpg,Globorotalia_trunacatulinoides,Globorotalia_trunacatulinoides
./Plaindata/ZF6943-Globigerinoides-sacculifera_obj00019_plane000.jpg,Globigerinoides_sacculifer,Globigerinoides_sacculifer
./Plaindata/773751_ex307834_obj00217.jpg,Turborotalita_quinqueloba,Turborotalita_quinqueloba
./Plaindata/ZF6951-Globigerinoides-sacculifera_obj00011_plane000.jpg,Globigerinoides_sacculifer,Globigerinoides_sacculifer
./Plaindata/ZF6010-Globigerina-pachyderma-square2_obj00002_plane000.jpg,Neogloboquadrina_pachyderma,Neogloboquadrina_pachyderma
./Plaindata/738391_ex307678_obj00780.jpg,Globigerinoides_sacculifer,Globigerinoides_elongatus
./Plaindata/ZF6228-Globigerinoides-sacculifera_obj00015_plane000.jpg,Globigerinoides_sacculifer,Globigerinoides_sacculifer
./Plaindata/746407_ex307704_obj00301.jpg,Globigerina_bulloides,Globigerina_bulloides
./Plaindata/777979_ex307855_obj01555.jpg,Neogloboquadrina_pachyderma,Neogloboquadrina_pachyderma
./Plaindata/722811_ex307630_obj00462.jpg,Globigerinoides_sacculifer,Globigerinoides_sacculifer
./Plaindata/773710_ex307834_obj00158.jpg,Globigerina_falconensis,Globigerina_falconensis
./Plaindata/779216_ex308159_obj00564.jpg,Neogloboquadrina_pachyderma,Neogloboquadrina_pachyderma
./Plaindata/ZF6024-Globigerina-pachyderma-square12-13_obj00028_plane000.jpg,Neogloboquadrina_pachyderma,Neogloboquadrina_pachyderma
./Plaindata/ZF6049-Globigerina-pachyderma_obj00002_plane000.jpg,Neogloboquadrina_pachyderma,Neogloboquadrina_pachyderma
./Plaindata/775934_ex307841_obj00967.jpg,Turborotalita_quinqueloba,Neogloboquadrina_incompta
./Plaindata/731998_ex307656_obj00295.jpg,Globigerinoides_conglobatus,Globigerinoides_conglobatus
./Plaindata/734578_ex307662_obj00315.jpg,Globigerinoides_elongatus,Globigerinoides_ruber
./Plaindata/737347_ex307675_obj00058.jpg,Globigerinita_glutinata,Globigerinita_glutinata
